date,consumption_mwh_day,temp_mean_c,is_holiday
2001-05-13,264.36695499996,15.4,0
2001-05-14,310.70240000004003,14.5,0
2001-05-15,316.73586500004,14.1,0
2001-05-16,319.19475999996,15.7,0
2001-05-17,312.620325,17.4,0
2001-05-18,303.17496500004,14.7,0
2001-05-19,276.50411499996,15.6,0
2001-05-20,245.13305499996,16.2,0
2001-05-21,293.34249,18.7,0
2001-05-22,299.97999500004,19.2,0
2001-05-23,298.225185,,0
2001-05-24,294.26509500000003,,0
2001-05-25,293.48305500000004,,0
2001-05-26,272.670885,18.5,0
2001-05-27,243.22293,,0
2001-05-28,286.44516500004,20.5,0
2001-05-29,291.756975,,0
2001-05-30,292.70081499996,20.8,0
2001-05-31,290.57127999996,20.8,0
2001-06-01,278.232315,21.7,0
2001-06-02,253.40059500000004,21.9,0
2001-06-03,223.02705500004,,0
2001-06-04,265.20726500004,22.5,0
2001-06-05,269.100645,,0
2001-06-06,267.75086499996,22.8,0
2001-06-07,267.95559,19.4,0
2001-06-08,267.90996999996,19.5,0
2001-06-09,244.78624499999995,20.6,0
2001-06-10,215.34866999999997,18.9,0
2001-06-11,254.71781499995998,,0
2001-06-12,261.79623999996,,0
2001-06-13,260.039055,,0
2001-06-14,222.23927000004,19.9,1
2001-06-15,237.15963999996,,0
2001-06-16,228.83423000004,22.3,0
2001-06-17,209.86389999996,21.6,0
2001-06-18,252.40730499996,13.7,0
2001-06-19,256.80815499996,14.5,0
2001-06-20,255.69503000004,15.3,0
2001-06-21,250.58918000004002,11.6,0
2001-06-22,248.53275999995998,,0
2001-06-23,230.31589499999998,15.1,0
2001-06-24,204.74783499996002,16.8,0
2001-06-25,244.46393499996,20.1,0
2001-06-26,252.20634999996,18.0,0
2001-06-27,246.93624000000003,12.5,0
2001-06-28,246.03822999996,13.5,0
2001-06-29,243.74484999996002,14.6,0
2001-06-30,224.76141500004002,16.1,0
2001-07-01,201.64298000004004,16.3,0
2001-07-02,242.19489500004,18.7,0
2001-07-03,250.107,20.4,0
2001-07-04,254.09000499996,21.5,0
2001-07-05,254.55483500004,,0
2001-07-06,253.70360499996002,18.6,0
2001-07-07,231.31170500004,18.4,0
2001-07-08,202.52918000004,,0
2001-07-09,217.93982000004002,20.2,1
2001-07-10,249.00512499996,20.8,0
2001-07-11,254.40158000003998,21.3,0
2001-07-12,253.390665,14.4,0
2001-07-13,247.83071499995998,12.6,0
2001-07-14,226.35018500004,14.7,0
2001-07-15,200.653905,17.2,0
2001-07-16,239.39907,20.4,0
2001-07-17,249.90152499996003,21.3,0
2001-07-18,252.27294500004,22.6,0
2001-07-19,256.36317500004003,20.9,0
2001-07-20,255.89271999996,24.0,0
2001-07-21,237.37827000000001,22.6,0
2001-07-22,206.38541499996003,15.7,0
2001-07-23,241.99776999995998,13.5,0
2001-07-24,250.29267000000002,15.3,0
2001-07-25,251.25872000004,16.7,0
2001-07-26,252.383325,19.3,0
2001-07-27,250.48113500004,17.8,0
2001-07-28,223.210845,10.2,0
2001-07-29,195.51959000004,,0
2001-07-30,236.47311000000002,15.3,0
2001-07-31,246.18680499995997,,0
2001-08-01,249.00964499999998,20.9,0
2001-08-02,250.48526000004,19.7,0
2001-08-03,252.25107000000003,19.8,0
2001-08-04,232.24140999996,19.7,0
2001-08-05,205.99877000004,17.6,0
2001-08-06,243.34044500004,17.8,0
2001-08-07,252.0306,19.2,0
2001-08-08,250.36385499995998,17.2,0
2001-08-09,253.76174499996,17.1,0
2001-08-10,253.25901,16.6,0
2001-08-11,232.64652999995997,,0
2001-08-12,204.95804499995998,17.4,0
2001-08-13,245.17688000004,17.9,0
2001-08-14,252.02762499996,18.5,0
2001-08-15,250.22448500004,18.2,0
2001-08-16,253.05837,,0
2001-08-17,254.04129500004,19.2,0
2001-08-18,234.377385,21.1,0
2001-08-19,209.90039499995999,,0
2001-08-20,247.47563000003998,20.6,0
2001-08-21,256.60374500004,18.3,0
2001-08-22,256.64700500004,16.2,0
2001-08-23,256.21418000004,17.2,0
2001-08-24,255.81423,19.2,0
2001-08-25,235.66268499996,22.1,0
2001-08-26,209.82578999999998,22.2,0
2001-08-27,251.90010500004,22.2,0
2001-08-28,260.10717500004006,20.4,0
2001-08-29,260.45751,19.6,0
2001-08-30,258.29397000000006,22.7,0
2001-08-31,258.89126999999996,24.4,0
2001-09-01,240.14913500004,24.2,0
2001-09-02,214.30338999996002,23.9,0
2001-09-03,256.92132500004,23.7,0
2001-09-04,266.55627999996,24.3,0
2001-09-05,268.04946999996,19.8,0
2001-09-06,265.16327000004003,18.4,0
2001-09-07,224.59592000004,17.3,1
